margin	qseqid	sseqid	staxid	pident	score	qcovs	kingdom	phylum	class	order	family	genus	species	species_score	genus_score	family_score	order_score	class_score	phylum_score	kingdom_score	alternatives	score.id	possible.misid
upper	seq51696	LHM008N08	290615	92.958	1.01290182808072	98	Fungi	Ascomycota	Leotiomycetes	NA	NA	Leohumicola	Leohumicola verrucosa	96.1101076872831	99.8408839917483	99.8408839917483	99.9932598743954	99.9999995673284	100	100	Leohumicola verrucosa, 93.427, Leohumicola minima, 92.991, Leohumicola verrucosa, 92.958, Leohumicola levissima, 92.523, Pseudogymnoascus roseus, 92.488, Pseudogymnoascus pannorum, 92.488, Gymnostellatospora alpina, 92.488, Pseudogymnoascus destructans, 92.488, Leohumicola levissima, 92.056, Articulospora tetracladia, 91.705, Antarctomyces pellizariae, 91.705, Leohumicola levissima, 91.589, Leohumicola incrustata, 91.589, Penicillium crustosum, 91.469, Pseudogymnoascus pannorum, 91.429	Ascomycota	1
upper	seq51713	GQ844251	29204	90.783	100	100	NA	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	Cyclotella cryptica	100	100	100	100	100	100	100	Cyclotella cryptica, 90.783	Cyclotella	1
upper	seq51730	DQ144833	92525	98.618	0.000841329494051411	100	Metazoa	Arthropoda	Malacostraca	Isopoda	Asellidae	Asellus	Asellus aquaticus	99.9999819136654	99.9999819136654	99.9999819136654	99.9999819136654	99.9999819136654	100	100	Asellus aquaticus, 99.539, Asellus aquaticus, 99.078, Asellus aquaticus, 99.065, Asellus aquaticus, 98.618, Asellus aquaticus, 98.611, Asellus aquaticus, 98.598, Asellus aquaticus, 98.157, Agraylea multipunctata, 98.157, Asellus aquaticus, 98.148, Asellus aquaticus, 98.131, Asellus aquaticus, 97.696, Asellus aquaticus, 97.685, Asellus aquaticus, 97.664	Arthropoda	1
upper	seq51784	MG986876	92525	98.618	0.00562598555064355	100	Metazoa	Arthropoda	Malacostraca	Isopoda	Asellidae	Asellus	Asellus aquaticus	99.9999974004067	99.9999974004067	99.9999974004067	99.9999974004067	99.9999974004067	100	100	Asellus aquaticus, 99.539, Asellus aquaticus, 99.078, Asellus aquaticus, 98.618, Asellus aquaticus, 98.598, Asellus aquaticus, 98.157, Asellus aquaticus, 98.148, Asellus aquaticus, 98.131, Asellus aquaticus, 97.696, Agraylea multipunctata, 97.696, Asellus aquaticus, 97.685, Asellus aquaticus, 97.664	Arthropoda	1
upper	seq51841	KP861200	1780262	98.618	32.793014040264	100	Metazoa	Arthropoda	Insecta	Diptera	Simuliidae	Simulium	Simulium naturale	65.5860280805281	100	100	100	100	100	100	Simulium cryophilum, 98.618, Simulium naturale, 98.618, Simulium vernum, 98.157, Simulium vernum, 98.148, Simulium vernum, 97.696	Simulium	1
upper	seq51855	KM911836	1740927	90.094	4.34782608695652	98	Metazoa	Arthropoda	Insecta	Diptera	Sphaeroceridae	Leptocera	Leptocera limosa	100	100	100	100	100	100	100	Leptocera limosa, 90.094	Leptocera	0
upper	seq51911	FJ590565	78157	92.13	9.91300883442817	99	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus roseus	39.6520353377127	59.482632617537	69.3956414519652	89.8695116662173	89.8695116662173	100	100	Tetracladium setigerum, 92.488, Pseudogymnoascus roseus, 92.130, Pseudogymnoascus pannorum, 92.130, Leohumicola verrucosa, 92.130, Gymnostellatospora alpina, 92.130, Pseudogymnoascus destructans, 92.130, Tetracladium setigerum, 92.019, Tetracladium maxilliforme, 91.905, Leohumicola verrucosa, 91.667, Leohumicola levissima, 91.667, Pseudogymnoascus pannorum, 91.204, Leohumicola minima, 91.204, Leohumicola levissima, 91.204, Tetracladium breve, 91.080, Tetracladium marchalianum, 90.952, Leohumicola levissima, 90.741, Leohumicola incrustata, 90.741	Ascomycota	1
upper	seq51937	GBMLG4615N08	446413	94.545	0.00177876870874531	100	Metazoa	Mollusca	Gastropoda	NA	Valvatidae	Valvata	Valvata cristata	99.4053383202435	100	100	100	100	100	100	Valvata cristata, 95.853, Valvata relicta, 95.370, Valvata cristata, 94.545, Valvata relicta, 94.064	Valvata	0
upper	seq51938	OOMYA1590N08	92964	99.078	2.0221787345075	100	NA	NA	Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium monospermum	100	100	100	100	100	100	100	Pythium monospermum, 99.539, Pythium monospermum, 99.078	Pythium monospermum	0
upper	seq51957	KJ639175	2052682	94.907	0.000324035714889041	99	NA	NA	Oomycetes	Pythiales	Pythiaceae	Globisporangium	Globisporangium ultimum	98.5968689851356	99.2978291926302	99.301229104627	99.301229104627	99.301229104627	100	100	Globisporangium ultimum, 96.296, Globisporangium ultimum, 95.833, Globisporangium paroecandrum, 95.833, Pythium gracile, 95.833, Globisporangium ultimum, 95.392, Globisporangium ultimum, 95.370, Pythium contiguanum, 94.931, Pythium dissimile, 94.931, Globisporangium acanthophoron, 94.931, Pythium adhaerens, 94.907, Pythium emineosum, 94.907, Globisporangium ultimum, 94.907, Pythium baisense, 94.470, Globisporangium spinosum, 94.470, Pythium porphyrae, 94.444, Pythium segnitium, 94.444, Pythium chondricola, 94.444, Pythium baisense, 94.444, Pythium junctum, 94.444, Globisporangium ultimum, 94.444	NA	1
upper	seq51970	KY261370	516496	100	48.9449003516999	99	Metazoa	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemoura	Nemoura flexuosa	51.0550996483001	51.0550996483001	51.0550996483001	51.0550996483001	100	100	100	Nemoura flexuosa, 100.000, Agraylea multipunctata, 100.000, Nemoura flexuosa,  99.537	Insecta	0
upper	seq51996	NC_050879	92950	99.539	100	100	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum	100	100	100	100	100	100	100	Cladosporium sphaerospermum, 99.539	Cladosporium sphaerospermum	1
upper	seq52000	MG312196	2449117	95.833	5.91004184100418	100	Metazoa	Arthropoda	Ostracoda	Podocopida	Cyprididae	Bradleystrandesia	Bradleystrandesia reticulata	100	100	100	100	100	100	100	Bradleystrandesia reticulata, 95.833	Bradleystrandesia	0
upper	seq52001	GU002153	1436140	91.244	100	100	NA	Bacillariophyta	Fragilariophyceae	Licmophorales	Ulnariaceae	Ulnaria	Ulnaria acus	100	100	100	100	100	100	100	Ulnaria acus, 91.244	Ulnaria	1
upper	seq52006	KY231122	707889	99.539	100	100	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Lepidocyrtus	Lepidocyrtus lignorum	100	100	100	100	100	100	100	Lepidocyrtus lignorum, 99.539	Lepidocyrtus lignorum	1
upper	seq52035	MF496657	197532	92.13	100	99	NA	Discosea	Flabellinia	NA	Vannellidae	Vannella	Vannella simplex	100	100	100	100	100	100	100	Vannella simplex, 92.13	Vannella	1
upper	seq52050	LR827682	997595	99.539	97.8925900747791	100	Metazoa	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Agraylea	Agraylea multipunctata	100	100	100	100	100	100	100	Agraylea multipunctata, 99.539, Agraylea multipunctata, 99.078	Agraylea multipunctata	1
upper	seq52067	KP861021	502684	98.148	3.72327665380215	99	Metazoa	Arthropoda	Insecta	Diptera	Simuliidae	Simulium	Simulium intermedium	51.8505182881579	100	100	100	100	100	100	Simulium ornatum, 99.074, Simulium intermedium, 99.074, Simulium trifasciatum, 98.148, Simulium intermedium, 98.148	Simulium	1
upper	seq52073	FJ590560	78157	91.121	14.2857142857143	99	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus roseus	57.1428571428571	85.7142857142857	100	100	100	100	100	Pseudogymnoascus roseus, 91.121, Pseudogymnoascus pannorum, 91.121, Gymnostellatospora alpina, 91.121, Pseudogymnoascus destructans, 91.121	Pseudeurotiaceae	0
upper	seq52093	OOMYA1938N08	334529	92.627	1.05287309437618	100	NA	NA	Oomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia turfosa	98.9471269056238	100	100	100	100	100	100	Saprolegnia turfosa, 93.088, Saprolegnia terrestris, 92.627, Saprolegnia turfosa, 92.627, Achlya bisexualis, 92.166, Achlya americana, 92.166, Achlya recurva, 92.166, Saprolegnia torulosa, 92.166, Saprolegnia terrestris, 92.166, Aphanomyces astaci, 92.130, Aphanomyces iridis, 92.130, Aphanomyces invadans, 92.019, Apodachlya brachynema, 91.981, Apodachlya brachynema, 91.905, Achlya bisexualis, 91.705, Leptolegnia caudata, 91.705, Saprolegnia parasitica, 91.705, Achlya americana, 91.705, Achlya conspicua, 91.705, Achlya aquatica, 91.705, Achlya glomerata, 91.705, Achlya recurva, 91.705, Achlya caroliniana, 91.667, Achlya colorata, 91.244, Achlya recurva, 91.244, Aphanomyces laevis, 91.244, Dictyuchus monosporus, 91.244, Saprolegnia anisospora, 91.244, Saprolegnia furcata, 91.244, Achlya sparrowii, 91.244	Saprolegnia	0
upper	seq52110	JN275424	879759	98.618	0.00019846725562325	100	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Metriocnemus	Metriocnemus albolineatus	100	100	100	100	100	100	100	Metriocnemus albolineatus, 100.000, Metriocnemus albolineatus,  99.078, Metriocnemus albolineatus,  98.618	Metriocnemus albolineatus	1
upper	seq52130	JRPAA9808N15	210010	94.47	50	100	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	Rhynchosporium	Rhynchosporium orthosporum	100	100	100	100	100	100	100	Rhynchosporium orthosporum, 94.470, Rhynchosporium secalis, 93.981, Rhynchosporium commune, 93.981, Rhynchosporium agropyri, 93.981	Rhynchosporium	1
upper	seq52151	GU682166	197169	99.539	1.0049087196225	100	Metazoa	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemoura	Nemoura cinerea	100	100	100	100	100	100	100	Nemoura cinerea, 100.000, Nemoura cinerea,  99.539, Nemoura cinerea,  99.537	Nemoura cinerea	1
upper	seq52182	MG680424	403569	97.235	0.0153885226605476	100	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus brundini	100	100	100	100	100	100	100	Tanytarsus brundini, 98.157, Tanytarsus brundini, 97.235, Tanytarsus brundini, 96.774, Tanytarsus brundini, 96.313	Tanytarsus	1
upper	seq52228	JRPAA7957N15	1484486	93.548	100	99	NA	NA	Oomycetes	Myzocytiopsidales	Myzocytiopsidaceae	Myzocytiopsis	Myzocytiopsis osiris	100	100	100	100	100	100	100	Myzocytiopsis osiris, 93.548	Myzocytiopsis	1
upper	seq52230	LN810268	212246	97.521	2.05987875788692	100	Metazoa	Annelida	Clitellata	Haplotaxida	Naididae	Chaetogaster	Chaetogaster diaphanus	100	100	100	100	100	100	100	Chaetogaster diaphanus, 98.347, Chaetogaster diaphanus, 97.521	Chaetogaster	0
upper	seq52239	OOMYA398N07	120407	93.981	100	99	NA	NA	Oomycetes	Saprolegniales	Saprolegniaceae	Dictyuchus	Dictyuchus monosporus	100	100	100	100	100	100	100	Dictyuchus monosporus, 93.981, Saprolegnia eccentrica, 93.519, Saprolegnia semihypogyna, 93.519, Achlya ambisexualis, 93.088, Saprolegnia torulosa, 93.088, Protoachlya paradoxa, 93.088, Pythiopsis terrestris, 93.056, Saprolegnia parasitica, 92.627, Achlya americana, 92.627, Saprolegnia diclina, 92.627, Saprolegnia hypogyna, 92.627, Saprolegnia parasitica, 92.166, Achlya americana, 92.166, Achlya aquatica, 92.166, Achlya glomerata, 92.166, Saprolegnia diclina, 92.166, Saprolegnia aenigmatica, 92.166	Dictyuchus	1
upper	seq52256	JRPAA8704N15	1217586	93.981	50	99	NA	NA	Oomycetes	Pythiales	Pythiogetonaceae	Pythiogeton	Pythiogeton ramosum	100	100	100	100	100	100	100	Pythiogeton ramosum, 93.981, Globisporangium ultimum, 92.202, Globisporangium spinosum, 92.202	Pythiogeton	1
upper	seq52277	MH124177	5755	100	50	100	NA	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii	100	100	100	100	100	100	100	Acanthamoeba castellanii, 100	Acanthamoeba castellanii	1
upper	seq52282	HM398188	247613	100	5.82645480673323	100	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya multifasciata	82.070798995457	100	100	100	100	100	100	Entomobrya multifasciata, 100.000, Entomobrya nicoleti, 100.000, Entomobrya multifasciata,  98.507, Entomobrya intermedia,  98.507	Entomobrya	1
upper	seq52284	BOETT002N13	1338346	100	10	100	Metazoa	Mollusca	Gastropoda	Stylommatophora	Boettgerillidae	Boettgerilla	Boettgerilla pallens	100	100	100	100	100	100	100	Boettgerilla pallens, 100	Boettgerilla pallens	0
upper	seq52298	CCSCP136N20	244122	100	9.09090909090909	100	NA	NA	Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora inundata	100	100	100	100	100	100	100	Phytophthora inundata, 100.000, Phytophthora condilina,  99.539, Phytophthora humicola,  98.157	Phytophthora inundata	0
upper	seq52326	GU071818	2125995	94.47	50	100	NA	NA	Oomycetes	Pythiales	Pythiaceae	Globisporangium	Globisporangium paroecandrum	50	50	50	50	50	100	100	Globisporangium paroecandrum, 94.470, Pythium gracile, 94.470, Pythium buismaniae, 94.009, Pythium adhaerens, 94.009, Globisporangium ultimum, 94.009, Globisporangium heterothallicum, 93.981, Pythium irregulare, 93.548, Pythium attrantheridium, 93.548, Pythium irregulare, 93.519, Pythium okanoganense, 93.519, Pythium cylindrosporum, 93.519, Pythium viniferum, 93.519, Pythium kunmingense, 93.519, Globisporangium spinosum, 93.519, Globisporangium heterothallicum, 93.519, Pythium mamillatum, 93.427, Pythium irregulare, 93.088, Globisporangium splendens, 93.088, Pythium uncinulatum, 93.088, Pythium barbulae, 93.088, Globisporangium ultimum, 93.088, Pythium irregulare, 93.056, Pythium sylvaticum, 93.056, Pythium echinulatum, 93.056, Pythium mamillatum, 93.056, Pythium terrestris, 93.056, Pythium okanoganense, 93.056, Pythium cederbergense, 93.056, Pythium ershadii, 93.056, Pythium pyrioosporum, 93.056, Globisporangium ultimum, 93.056, Globisporangium acanthophoron, 93.056, Globisporangium spinosum, 93.056, Globisporangium heterothallicum, 93.056, Pythium irregulare, 92.627, Globisporangium splendens, 92.627, Pythium porphyrae, 92.627, Pythium terrestris, 92.627, Pythium attrantheridium, 92.627, Pythium chondricola, 92.627, Pythium emineosum, 92.627, Globisporangium oryzicola, 92.627, Globisporangium ultimum, 92.627, Globisporangium spinosum, 92.627, Pythium irregulare, 92.593, Pythium aphanidermatum, 92.593, Pythium sylvaticum, 92.593, Pythium glomeratum, 92.593, Pythium baisense, 92.593, Myzocytiopsis osiris, 92.593, Pythium yorkensis, 92.593, Globisporangium spinosum, 92.593, Pythium macrosporum, 92.593, Pythium baisense, 92.558	NA	0
upper	seq52335	NC_008240	41882	96.759	99.9539667785652	99	Viridiplantae	Streptophyta	Mesostigmatophyceae	Mesostigmatales	Mesostigmataceae	Mesostigma	Mesostigma viride	100	100	100	100	100	100	100	Mesostigma viride, 96.759, Mesostigma viride, 95.833	Mesostigma	1
upper	seq52369	HM421416	2578447	97.696	49.4584133113335	100	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Brillia	Brillia bifida	100	100	100	100	100	100	100	Brillia bifida, 97.696, Brillia bifida, 97.685, Brillia bifida, 97.222, Brillia bifida, 96.759	Brillia	0
upper	seq52386	EU883407	164540	91.08	2.10593105115267	98	Fungi	Ascomycota	NA	NA	NA	Tetracladium	Tetracladium setigerum	100	100	100	100	100	100	100	Tetracladium setigerum, 91.549, Tetracladium setigerum, 91.080, Tetracladium breve, 90.610, Tetracladium maxilliforme, 90.476, Articulospora atra, 90.187, Tetracladium furcatum, 90.141, Tetracladium marchalianum, 90.000	Tetracladium	0
upper	seq52392	LHM010N08	290618	91.08	100	98	Fungi	Ascomycota	Leotiomycetes	NA	NA	Leohumicola	Leohumicola minima	100	100	100	100	100	100	100	Leohumicola minima, 91.080, Leohumicola levissima, 90.610, Tetracladium breve, 90.323, Tetracladium furcatum, 90.094	Leohumicola	1
upper	seq52444	MG680423	403569	97.696	0.0451718596877815	100	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus brundini	100	100	100	100	100	100	100	Tanytarsus brundini, 98.618, Tanytarsus brundini, 98.157, Tanytarsus brundini, 97.696, Tanytarsus brundini, 97.235	Tanytarsus	0
upper	seq52484	NC_022256	120807	93.868	100	98	NA	NA	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis	Nannochloropsis limnetica	100	100	100	100	100	100	100	Nannochloropsis limnetica, 93.868, Nannochloropsis oculata, 91.981, Nannochloropsis oceanica, 91.981	Nannochloropsis	1
upper	seq52535	HYDRA002N13	6088	99.078	14.1104348676855	100	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra oligactis	100	100	100	100	100	100	100	Hydra oligactis, 99.078, Hydra oligactis, 98.618, Hydra oligactis, 98.157, Hydra oligactis, 97.696	Hydra oligactis	1
upper	seq52546	GU727850	239478	99.078	0.702334539590089	100	Metazoa	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis vernus	99.2976654604099	99.2976654604099	99.2976654604099	99.2976654604099	100	100	100	Baetis vernus, 99.539, Baetis vernus, 99.078, Agraylea multipunctata, 99.078, Baetis vernus, 98.618, Baetis vernus, 98.611	Insecta	1
upper	seq52565	KY262225	239478	99.539	32.6245721616041	100	Metazoa	Arthropoda	Insecta	Ephemeroptera	Baetidae	Baetis	Baetis vernus	99.2976654604099	99.2976654604099	99.2976654604099	99.2976654604099	100	100	100	Baetis vernus, 99.539, Baetis vernus, 99.078, Agraylea multipunctata, 99.078, Baetis vernus, 98.618, Baetis vernus, 98.611	Insecta	1
upper	seq52571	NC_029396	749589	93.548	100	100	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella pinodes	100	100	100	100	100	100	100	Didymella pinodes, 93.548, Bipolaris sorokiniana, 93.333, Shiraia bambusicola, 92.593	Didymella	1
upper	seq52719	GBMIN795N12	74727	98.157	97.8958028581073	100	Metazoa	Annelida	Clitellata	Haplotaxida	Naididae	Chaetogaster	Chaetogaster diastrophus	100	100	100	100	100	100	100	Chaetogaster diastrophus, 98.157, Chaetogaster diastrophus, 97.696	Chaetogaster diastrophus	1
upper	seq52723	KX258830	201069	91.045	100	100	NA	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Ohelopapa	Ohelopapa flexilis	100	100	100	100	100	100	100	Ohelopapa flexilis, 91.045	Ohelopapa	1
upper	seq52728	MK995460	92075	92.166	100	100	Metazoa	Arthropoda	Arachnida	Trombidiformes	Trombidiidae	Trombidium	Trombidium holosericeum	100	100	100	100	100	100	100	Trombidium holosericeum, 92.166	Trombidium	1
upper	seq52735	LT905356	1097434	96.729	100	100	Metazoa	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Enochrus	Enochrus ater	100	100	100	100	100	100	100	Enochrus ater, 96.729	Enochrus	1
upper	seq52744	NC_029396	749589	92.13	100	99	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella pinodes	100	100	100	100	100	100	100	Didymella pinodes, 92.130, Shiraia bambusicola, 91.705	Didymella	1
upper	seq52752	JRPAA8707N15	1217586	93.056	50	99	NA	NA	Oomycetes	Pythiales	Pythiogetonaceae	Pythiogeton	Pythiogeton ramosum	100	100	100	100	100	100	100	Pythiogeton ramosum, 93.056	Pythiogeton	1
upper	seq52753	JRPAA8707N15	1217586	93.056	50	99	NA	NA	Oomycetes	Pythiales	Pythiogetonaceae	Pythiogeton	Pythiogeton ramosum	100	100	100	100	100	100	100	Pythiogeton ramosum, 93.056	Pythiogeton	1
upper	seq52769	FJ590563	78157	91.121	14.2857142857143	99	Fungi	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus roseus	57.1428571428571	85.7142857142857	100	100	100	100	100	Pseudogymnoascus roseus, 91.121, Pseudogymnoascus pannorum, 91.121, Gymnostellatospora alpina, 91.121, Pseudogymnoascus destructans, 91.121	Pseudeurotiaceae	0
upper	seq52770	GBAN15269N19	1034834	100	50	100	Metazoa	Annelida	Clitellata	Haplotaxida	Naididae	Potamothrix	Potamothrix hammoniensis	100	100	100	100	100	100	100	Potamothrix hammoniensis, 100	Potamothrix hammoniensis	1
upper	seq52773	MW136306	2578492	99.078	100	100	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Chaetocladius	Chaetocladius piger	100	100	100	100	100	100	100	Chaetocladius piger, 99.078	Chaetocladius piger	1
upper	seq52788	LHM010N08	290618	93.897	100	98	Fungi	Ascomycota	Leotiomycetes	NA	NA	Leohumicola	Leohumicola minima	100	100	100	100	100	100	100	Leohumicola minima, 93.897, Leohumicola levissima, 93.427, Leohumicola levissima, 92.958, Leohumicola levissima, 92.488, Pseudogymnoascus bhattii, 92.056	Leohumicola	1
upper	seq52796	JF870886	403569	96.774	2.09234848078167e-05	100	Metazoa	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus brundini	100	100	100	100	100	100	100	Tanytarsus brundini, 98.618, Tanytarsus brundini, 98.157, Tanytarsus brundini, 97.696, Tanytarsus brundini, 96.774	Tanytarsus	1
upper	seq52853	MH388847	2502920	90.909	14.2857142857143	99	Metazoa	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius japonicus	42.8571428571429	100	100	100	100	100	100	Hemerobius simulans, 90.909, Hemerobius ovalis, 90.909, Hemerobius japonicus, 90.909	Hemerobius	0
upper	seq52860	GAHAP1387N14	380456	100	25	100	Metazoa	Annelida	Clitellata	Haplotaxida	Naididae	Nais	Nais alpina	100	100	100	100	100	100	100	Nais alpina, 100	Nais alpina	0
upper	seq52885	JN306685	856749	99.078	99.9980138325528	100	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Geophilidae	Geophilus	Geophilus flavus	100	100	100	100	100	100	100	Geophilus flavus, 99.078, Geophilus flavus, 97.696	Geophilus flavus	0
upper	seq52896	BBLZA172N16	6386	99.074	19.99996025567	99	Metazoa	Annelida	Clitellata	Haplotaxida	Naididae	Tubifex	Tubifex tubifex	100	100	100	100	100	100	100	Tubifex tubifex, 99.074, Tubifex tubifex, 97.685	Tubifex tubifex	0
upper	seq52905	EF164941	286094	90.141	25	98	NA	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora bacillum	100	100	100	100	100	100	100	Sellaphora bacillum, 90.141	Sellaphora	0
upper	seq52919	KY261975	197169	99.539	15.8190336233402	100	Metazoa	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemoura	Nemoura cinerea	100	100	100	100	100	100	100	Nemoura cinerea, 99.539, Nemoura cinerea, 99.537, Nemoura cinerea, 99.078	Nemoura cinerea	1
upper	seq52920	MN635820	669471	99.539	47.1637375619122	99	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Mesocyclops	Mesocyclops leuckarti	98.9869653796991	98.9869653796991	100	100	100	100	100	Mesocyclops leuckarti, 99.539, Mesocyclops leuckarti, 99.078, Mesocyclops leuckarti, 99.074, Thermocyclops crassus, 99.074	Cyclopidae	1
upper	seq52935	LR827698	997595	99.074	100	100	Metazoa	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Agraylea	Agraylea multipunctata	100	100	100	100	100	100	100	Agraylea multipunctata, 99.074, Lebertia inaequalis, 98.148	Agraylea multipunctata	1
upper	seq52983	GBMLG8493N09	225476	93.182	0.00357378531949858	100	Metazoa	Mollusca	Gastropoda	Stylommatophora	Hygromiidae	Hygromia	Hygromia cinctella	100	100	100	100	100	100	100	Hygromia cinctella, 94.470, Hygromia cinctella, 93.182	Hygromia	1
upper	seq53029	EU719121	77745	99.078	0.423138133030864	100	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Chydoridae	Chydorus	Chydorus sphaericus	100	100	100	100	100	100	100	Chydorus sphaericus, 99.539, Chydorus sphaericus, 99.078, Chydorus sphaericus, 98.618, Chydorus sphaericus, 98.611, Chydorus sphaericus, 98.157, Chydorus sphaericus, 97.696	Chydorus sphaericus	0
